Size, Seq, Par, Libc
529379, 0.129397, 0.118435, 0.140819
529379, 0.140711, 0.127001, 0.138007
529379, 0.138275, 0.115765, 0.135410
529379, 0.133805, 0.121025, 0.215981
529379, 0.130681, 0.147733, 0.140921
529379, 0.129780, 0.145868, 0.142941
529379, 0.135905, 0.106709, 0.137976
529379, 0.140000, 0.140436, 0.136235
529379, 0.135494, 0.144554, 0.136961
529379, 0.138080, 0.147063, 0.137885
529379, 0.133543, 0.150282, 0.138080
529379, 0.134024, 0.121672, 0.138750
529379, 0.136196, 0.122074, 0.138308
529379, 0.132795, 0.124149, 0.149170
529379, 0.131984, 0.162763, 0.135496
529379, 0.141733, 0.167974, 0.143485
529379, 0.142028, 0.123769, 0.137084
529379, 0.133709, 0.121538, 0.143541
529379, 0.129657, 0.134982, 0.135668
529379, 0.133121, 0.135680, 0.136471
529379, 0.131856, 0.140238, 0.134872
529379, 0.131951, 0.135416, 0.139439
529379, 0.137579, 0.133618, 0.136276
529379, 0.137466, 0.136618, 0.136173
529379, 0.129427, 0.148420, 0.136574
529379, 0.132257, 0.139042, 0.136368
529379, 0.135600, 0.123537, 0.136735
529379, 0.133330, 0.131761, 0.139354
529379, 0.140306, 0.130783, 0.137709
834568, 0.218320, 0.189407, 0.227971
834568, 0.219527, 0.196807, 0.230877
834568, 0.225646, 0.179810, 0.227564
834568, 0.225032, 0.150286, 0.231434
834568, 0.224185, 0.158460, 0.221045
834568, 0.220024, 0.175883, 0.220292
834568, 0.209691, 0.166019, 0.222792
834568, 0.211066, 0.176232, 0.241088
834568, 0.218802, 0.165175, 0.223258
834568, 0.217252, 0.185637, 0.222856
834568, 0.223291, 0.185887, 0.223432
834568, 0.228295, 0.163594, 0.222097
834568, 0.215029, 0.171857, 0.222237
834568, 0.214243, 0.210058, 0.224157
834568, 0.218268, 0.170439, 0.226059
834568, 0.216230, 0.183801, 0.226260
834568, 0.210561, 0.170466, 0.226231
834568, 0.216639, 0.202137, 0.220028
834568, 0.216973, 0.166733, 0.221625
834568, 0.293546, 0.209730, 0.222297
834568, 0.217526, 0.176839, 0.220690
834568, 0.219736, 0.191429, 0.221234
834568, 0.223929, 0.166309, 0.221272
834568, 0.214894, 0.181291, 0.220614
834568, 0.215722, 0.193103, 0.220764
834568, 0.222011, 0.178756, 0.224124
834568, 0.217669, 0.168233, 0.220102
834568, 0.223591, 0.173070, 0.220245
834568, 0.217708, 0.177830, 0.220931
834568, 0.215726, 0.197055, 0.223535
115667, 0.026937, 0.076825, 0.034175
115667, 0.027718, 0.090565, 0.044565
115667, 0.028205, 0.068297, 0.027294
115667, 0.027888, 0.083606, 0.026699
115667, 0.027635, 0.104740, 0.027122
115667, 0.027709, 0.076221, 0.026274
115667, 0.027679, 0.101727, 0.027905
115667, 0.027265, 0.069551, 0.026354
115667, 0.027332, 0.080851, 0.026534
115667, 0.027773, 0.071601, 0.031681
115667, 0.027922, 0.095190, 0.027497
115667, 0.027848, 0.085489, 0.026161
115667, 0.028448, 0.076779, 0.026296
115667, 0.027994, 0.091437, 0.026640
115667, 0.027452, 0.079766, 0.032979
115667, 0.027493, 0.062765, 0.026984
115667, 0.027165, 0.055759, 0.026503
115667, 0.027885, 0.057020, 0.026996
115667, 0.027312, 0.066081, 0.025955
115667, 0.027433, 0.064989, 0.030465
115667, 0.027592, 0.059868, 0.027187
115667, 0.027554, 0.072927, 0.026813
115667, 0.027979, 0.056783, 0.027635
115667, 0.028569, 0.070679, 0.027004
115667, 0.026799, 0.096652, 0.026378
115667, 0.037066, 0.083832, 0.033807
115667, 0.027251, 0.065654, 0.027349
115667, 0.027063, 0.080768, 0.027630
115667, 0.026737, 0.101324, 0.026371
115667, 0.026872, 0.072517, 0.026346
202855, 0.053624, 0.085042, 0.049802
202855, 0.047785, 0.072634, 0.049136
202855, 0.049787, 0.068450, 0.049447
202855, 0.048112, 0.083269, 0.049786
202855, 0.050940, 0.108047, 0.050409
202855, 0.048643, 0.107347, 0.050283
202855, 0.050121, 0.097082, 0.053698
202855, 0.051611, 0.111841, 0.066653
202855, 0.050179, 0.075585, 0.048005
202855, 0.049844, 0.071838, 0.049180
202855, 0.050762, 0.083725, 0.049531
202855, 0.048194, 0.091348, 0.050705
202855, 0.046750, 0.094795, 0.050139
202855, 0.048486, 0.077932, 0.053028
202855, 0.047715, 0.105978, 0.050467
202855, 0.050134, 0.111189, 0.051379
202855, 0.052827, 0.074394, 0.050730
202855, 0.051690, 0.071115, 0.048463
202855, 0.058617, 0.091901, 0.049069
202855, 0.052055, 0.088928, 0.049028
202855, 0.052124, 0.087830, 0.049887
202855, 0.049564, 0.084389, 0.053811
202855, 0.052559, 0.058206, 0.052723
202855, 0.048767, 0.096449, 0.051252
202855, 0.054363, 0.097463, 0.050793
202855, 0.048442, 0.108703, 0.050429
202855, 0.047836, 0.070537, 0.048974
202855, 0.049812, 0.098273, 0.050451
202855, 0.055121, 0.111875, 0.068301
202855, 0.050659, 0.057098, 0.054666
832386, 0.223845, 0.207719, 0.225394
832386, 0.233085, 0.213800, 0.228071
832386, 0.220834, 0.172781, 0.222817
832386, 0.225462, 0.184004, 0.224484
832386, 0.214494, 0.176982, 0.221130
832386, 0.225133, 0.191927, 0.221655
832386, 0.267898, 0.163898, 0.222718
832386, 0.215177, 0.191835, 0.223221
832386, 0.219666, 0.177226, 0.225519
832386, 0.221566, 0.173410, 0.226677
832386, 0.221863, 0.218572, 0.226437
832386, 0.225294, 0.169891, 0.224915
832386, 0.222638, 0.167587, 0.226919
832386, 0.224982, 0.168389, 0.226795
832386, 0.231059, 0.190113, 0.223676
832386, 0.215913, 0.189887, 0.220454
832386, 0.222602, 0.184687, 0.221866
832386, 0.215456, 0.183450, 0.219868
832386, 0.226591, 0.185409, 0.224563
832386, 0.222818, 0.181345, 0.221111
832386, 0.223640, 0.170444, 0.223332
832386, 0.218442, 0.171070, 0.225528
832386, 0.216703, 0.162052, 0.224161
832386, 0.218442, 0.154415, 0.220968
832386, 0.215422, 0.203751, 0.222600
832386, 0.241315, 0.157704, 0.220019
832386, 0.222192, 0.201583, 0.220237
832386, 0.224772, 0.176951, 0.219887
832386, 0.216982, 0.192183, 0.219503
832386, 0.220227, 0.179493, 0.220140
836725, 0.216797, 0.176443, 0.225923
836725, 0.224913, 0.173332, 0.222757
836725, 0.224561, 0.212282, 0.222315
836725, 0.219932, 0.185262, 0.224064
836725, 0.225157, 0.196828, 0.223106
836725, 0.225564, 0.186123, 0.222011
836725, 0.213258, 0.179466, 0.225370
836725, 0.213298, 0.178086, 0.225072
836725, 0.219102, 0.191065, 0.226151
836725, 0.216940, 0.208612, 0.223286
836725, 0.221712, 0.198922, 0.223464
836725, 0.228267, 0.187225, 0.222940
836725, 0.216105, 0.184519, 0.221159
836725, 0.225619, 0.171705, 0.221976
836725, 0.219255, 0.173835, 0.221241
836725, 0.215106, 0.187889, 0.226379
836725, 0.212982, 0.204010, 0.221543
836725, 0.211473, 0.196454, 0.222610
836725, 0.224533, 0.191071, 0.222495
836725, 0.214131, 0.209002, 0.221114
836725, 0.214549, 0.166434, 0.227968
836725, 0.226332, 0.167231, 0.221618
836725, 0.221958, 0.175357, 0.268182
836725, 0.269042, 0.172827, 0.221580
836725, 0.218484, 0.179051, 0.221948
836725, 0.217773, 0.194814, 0.221365
836725, 0.217490, 0.190880, 0.221644
836725, 0.217187, 0.178270, 0.221099
836725, 0.211658, 0.172981, 0.221266
836725, 0.211374, 0.198674, 0.221101
583267, 0.162644, 0.145723, 0.160085
583267, 0.150795, 0.137612, 0.154633
583267, 0.159260, 0.142596, 0.149544
583267, 0.148145, 0.132685, 0.155582
583267, 0.213545, 0.143301, 0.157152
583267, 0.182793, 0.142790, 0.153232
583267, 0.148361, 0.147499, 0.149823
583267, 0.147791, 0.137243, 0.151892
583267, 0.150965, 0.128301, 0.151257
583267, 0.146394, 0.120833, 0.149926
583267, 0.150078, 0.123155, 0.152804
583267, 0.147864, 0.147918, 0.150344
583267, 0.148393, 0.162544, 0.155922
583267, 0.160256, 0.159664, 0.150107
583267, 0.151999, 0.117096, 0.150162
583267, 0.145512, 0.137748, 0.154488
583267, 0.153368, 0.135972, 0.151286
583267, 0.148933, 0.137088, 0.151246
583267, 0.145383, 0.118021, 0.150160
583267, 0.144911, 0.156593, 0.151863
583267, 0.145030, 0.136500, 0.149498
583267, 0.145728, 0.139967, 0.149812
583267, 0.147663, 0.129595, 0.149816
583267, 0.155990, 0.126671, 0.149656
583267, 0.147456, 0.152479, 0.149533
583267, 0.148785, 0.134780, 0.151476
583267, 0.145190, 0.123448, 0.150864
583267, 0.144932, 0.146811, 0.154480
583267, 0.143979, 0.142717, 0.150658
583267, 0.143821, 0.146546, 0.153623
225076, 0.063778, 0.074707, 0.053675
225076, 0.056739, 0.071996, 0.053789
225076, 0.056165, 0.099146, 0.053527
225076, 0.060425, 0.082744, 0.053637
225076, 0.055868, 0.086925, 0.053571
225076, 0.054619, 0.084277, 0.056442
225076, 0.054263, 0.110717, 0.056325
225076, 0.053299, 0.073846, 0.055056
225076, 0.052003, 0.082584, 0.057312
225076, 0.052804, 0.089319, 0.056961
225076, 0.056772, 0.084739, 0.053887
225076, 0.057151, 0.061230, 0.053680
225076, 0.053487, 0.094494, 0.076825
225076, 0.059028, 0.068825, 0.094358
225076, 0.053737, 0.094620, 0.053467
225076, 0.055223, 0.089274, 0.053419
225076, 0.055693, 0.114520, 0.053500
225076, 0.055524, 0.091970, 0.055521
225076, 0.056299, 0.087107, 0.053440
225076, 0.053454, 0.096779, 0.057243
225076, 0.052564, 0.116167, 0.059059
225076, 0.052185, 0.115158, 0.056053
225076, 0.051599, 0.088739, 0.055824
225076, 0.051819, 0.077771, 0.056034
225076, 0.056246, 0.089472, 0.056680
225076, 0.053522, 0.067263, 0.056499
225076, 0.057340, 0.102352, 0.056156
225076, 0.121370, 0.111703, 0.055517
225076, 0.057869, 0.093140, 0.057221
225076, 0.052798, 0.090690, 0.056422
830250, 0.214613, 0.189022, 0.225037
830250, 0.284172, 0.207380, 0.219210
830250, 0.216683, 0.184208, 0.219988
830250, 0.216642, 0.169159, 0.223150
830250, 0.259591, 0.187255, 0.219088
830250, 0.212020, 0.185517, 0.219834
830250, 0.211180, 0.193909, 0.221461
830250, 0.214688, 0.195987, 0.219705
830250, 0.215992, 0.211758, 0.223740
830250, 0.217928, 0.182019, 0.221360
830250, 0.221429, 0.189675, 0.223441
830250, 0.224054, 0.167487, 0.220835
830250, 0.224708, 0.163552, 0.224669
830250, 0.224087, 0.166616, 0.224318
830250, 0.222096, 0.168896, 0.226287
830250, 0.219381, 0.166648, 0.222045
830250, 0.228153, 0.172836, 0.223499
830250, 0.221186, 0.171989, 0.221541
830250, 0.221361, 0.169297, 0.219851
830250, 0.218409, 0.175588, 0.219001
830250, 0.287762, 0.203242, 0.222073
830250, 0.216291, 0.189904, 0.219624
830250, 0.217966, 0.161071, 0.220613
830250, 0.215934, 0.175910, 0.221484
830250, 0.213984, 0.195989, 0.219235
830250, 0.218535, 0.177151, 0.219680
830250, 0.215116, 0.189625, 0.222933
830250, 0.218096, 0.191540, 0.221469
830250, 0.214898, 0.186040, 0.220750
830250, 0.219803, 0.206781, 0.219633
29779, 0.006230, 0.051564, 0.007126
29779, 0.006435, 0.051555, 0.006354
29779, 0.006419, 0.096217, 0.006422
29779, 0.007283, 0.059527, 0.006718
29779, 0.009435, 0.079092, 0.010826
29779, 0.006312, 0.045486, 0.006296
29779, 0.006416, 0.060639, 0.006484
29779, 0.006549, 0.090204, 0.006351
29779, 0.008784, 0.073661, 0.007759
29779, 0.008146, 0.047331, 0.007217
29779, 0.006472, 0.067500, 0.006236
29779, 0.006562, 0.050645, 0.006254
29779, 0.006928, 0.043376, 0.006375
29779, 0.006550, 0.050533, 0.006470
29779, 0.006493, 0.062322, 0.006501
29779, 0.009510, 0.048821, 0.008110
29779, 0.006432, 0.051648, 0.006396
29779, 0.006595, 0.073102, 0.006346
29779, 0.006442, 0.071915, 0.006361
29779, 0.006345, 0.069945, 0.006206
29779, 0.010645, 0.043731, 0.012971
29779, 0.006496, 0.076512, 0.006373
29779, 0.006493, 0.044820, 0.006259
29779, 0.006370, 0.060135, 0.006370
29779, 0.007330, 0.088785, 0.006727
29779, 0.006246, 0.071849, 0.006503
29779, 0.006415, 0.047695, 0.006445
29779, 0.006542, 0.048623, 0.006508
29779, 0.006686, 0.072934, 0.006388
29779, 0.008526, 0.089038, 0.006536
261184, 0.066169, 0.108248, 0.063926
261184, 0.063485, 0.074655, 0.062767
261184, 0.063998, 0.104391, 0.064424
261184, 0.064051, 0.109122, 0.062802
261184, 0.068081, 0.077020, 0.062871
261184, 0.066217, 0.077424, 0.062912
261184, 0.064214, 0.073286, 0.062852
261184, 0.065780, 0.094492, 0.062747
261184, 0.067370, 0.094975, 0.062767
261184, 0.063339, 0.100156, 0.062608
261184, 0.062929, 0.093989, 0.065019
261184, 0.060506, 0.081639, 0.065461
261184, 0.060893, 0.092193, 0.066928
261184, 0.061369, 0.086894, 0.065017
261184, 0.060519, 0.097852, 0.064392
261184, 0.060516, 0.083325, 0.068014
261184, 0.061058, 0.103137, 0.065087
261184, 0.062481, 0.103083, 0.066102
261184, 0.064105, 0.095581, 0.067006
261184, 0.066391, 0.093036, 0.067193
261184, 0.066309, 0.092646, 0.067016
261184, 0.066813, 0.079849, 0.067019
261184, 0.061783, 0.084758, 0.065101
261184, 0.065455, 0.099666, 0.066532
261184, 0.061437, 0.082000, 0.062623
261184, 0.063333, 0.113469, 0.063764
261184, 0.062097, 0.078382, 0.064495
261184, 0.062453, 0.078111, 0.062869
261184, 0.063290, 0.099561, 0.062810
261184, 0.063312, 0.084651, 0.066138
151194, 0.036022, 0.067390, 0.040433
151194, 0.036946, 0.077856, 0.036132
151194, 0.036953, 0.108067, 0.035997
151194, 0.035603, 0.086973, 0.035257
151194, 0.037255, 0.084215, 0.034992
151194, 0.037238, 0.060343, 0.036944
151194, 0.036350, 0.079619, 0.068898
151194, 0.037120, 0.077932, 0.036170
151194, 0.037964, 0.094340, 0.035960
151194, 0.036277, 0.110235, 0.036108
151194, 0.034433, 0.077740, 0.036722
151194, 0.034803, 0.089447, 0.036644
151194, 0.034478, 0.094575, 0.036477
151194, 0.037534, 0.062455, 0.037083
151194, 0.034873, 0.067033, 0.036715
151194, 0.034892, 0.093272, 0.036702
151194, 0.059005, 0.089840, 0.036653
151194, 0.034588, 0.089766, 0.036572
151194, 0.034390, 0.104825, 0.036459
151194, 0.035155, 0.069786, 0.036780
151194, 0.034352, 0.077067, 0.037183
151194, 0.036323, 0.098031, 0.036785
151194, 0.037657, 0.071087, 0.035827
151194, 0.040917, 0.111160, 0.036151
151194, 0.036898, 0.075469, 0.036032
151194, 0.037018, 0.087215, 0.036256
151194, 0.037558, 0.080786, 0.035329
151194, 0.036832, 0.066598, 0.036097
151194, 0.035334, 0.056449, 0.036880
151194, 0.035404, 0.096550, 0.036840
736792, 0.199152, 0.202838, 0.199659
736792, 0.251177, 0.181989, 0.197858
736792, 0.196248, 0.178489, 0.251957
736792, 0.196215, 0.157208, 0.195391
736792, 0.201843, 0.162338, 0.201588
736792, 0.195121, 0.158157, 0.200046
736792, 0.195933, 0.159048, 0.210408
736792, 0.207410, 0.174567, 0.198258
736792, 0.199746, 0.164383, 0.199296
736792, 0.200947, 0.168867, 0.195181
736792, 0.192897, 0.171760, 0.196047
736792, 0.188490, 0.182606, 0.195568
736792, 0.186727, 0.174751, 0.194286
736792, 0.194989, 0.157062, 0.192981
736792, 0.203544, 0.160096, 0.193326
736792, 0.194798, 0.147466, 0.192505
736792, 0.198226, 0.160061, 0.193494
736792, 0.189965, 0.167132, 0.194848
736792, 0.188313, 0.178484, 0.194868
736792, 0.188460, 0.164177, 0.195386
736792, 0.194361, 0.153687, 0.197545
736792, 0.194383, 0.150414, 0.196782
736792, 0.196338, 0.151178, 0.196419
736792, 0.191048, 0.173155, 0.200210
736792, 0.195602, 0.181774, 0.210034
736792, 0.201736, 0.149773, 0.199572
736792, 0.196056, 0.172279, 0.197927
736792, 0.188614, 0.172459, 0.192548
736792, 0.188602, 0.169498, 0.192336
736792, 0.192708, 0.134941, 0.193678
643297, 0.170943, 0.153197, 0.166489
643297, 0.169371, 0.167746, 0.168711
643297, 0.174966, 0.153616, 0.172140
643297, 0.217841, 0.170649, 0.168317
643297, 0.166827, 0.140552, 0.170919
643297, 0.160870, 0.140681, 0.172380
643297, 0.171938, 0.138099, 0.167446
643297, 0.176448, 0.150982, 0.179095
643297, 0.167042, 0.162719, 0.174014
643297, 0.172450, 0.155917, 0.177370
643297, 0.167912, 0.157623, 0.165948
643297, 0.166791, 0.149568, 0.167799
643297, 0.170488, 0.142819, 0.167591
643297, 0.160866, 0.149803, 0.170822
643297, 0.163726, 0.145994, 0.169926
643297, 0.163709, 0.150729, 0.169871
643297, 0.174372, 0.158446, 0.168916
643297, 0.174724, 0.163750, 0.167519
643297, 0.168325, 0.143240, 0.167233
643297, 0.167897, 0.144418, 0.166144
643297, 0.175060, 0.159643, 0.168090
643297, 0.161361, 0.131417, 0.170007
643297, 0.170421, 0.155655, 0.165845
643297, 0.162495, 0.157694, 0.166828
643297, 0.161360, 0.177366, 0.166070
643297, 0.162658, 0.165007, 0.166079
643297, 0.170558, 0.138336, 0.167246
643297, 0.168165, 0.151858, 0.167922
643297, 0.165709, 0.140273, 0.166745
643297, 0.162301, 0.171435, 0.172082
429043, 0.110260, 0.114874, 0.119662
429043, 0.114768, 0.092631, 0.108355
429043, 0.118925, 0.107708, 0.108979
429043, 0.115520, 0.103236, 0.113087
429043, 0.109944, 0.106463, 0.111651
429043, 0.110423, 0.122646, 0.119667
429043, 0.107330, 0.113725, 0.115581
429043, 0.112537, 0.106641, 0.119531
429043, 0.115060, 0.102717, 0.113816
429043, 0.119504, 0.121091, 0.113048
429043, 0.105856, 0.120897, 0.109204
429043, 0.111782, 0.132159, 0.187344
429043, 0.114154, 0.114177, 0.107693
429043, 0.111879, 0.124570, 0.109799
429043, 0.109994, 0.116376, 0.174689
429043, 0.110141, 0.124060, 0.107660
429043, 0.104462, 0.122683, 0.111241
429043, 0.103847, 0.112886, 0.110657
429043, 0.104711, 0.115904, 0.109681
429043, 0.114379, 0.106059, 0.107939
429043, 0.112239, 0.131889, 0.112075
429043, 0.109778, 0.123256, 0.107917
429043, 0.107933, 0.115567, 0.108085
429043, 0.112003, 0.116710, 0.107584
429043, 0.110319, 0.119241, 0.107802
429043, 0.106412, 0.113036, 0.112782
429043, 0.114785, 0.107818, 0.107645
429043, 0.110048, 0.116836, 0.117330
429043, 0.161707, 0.118993, 0.108259
429043, 0.109126, 0.106740, 0.109539
851376, 0.228550, 0.176183, 0.224900
851376, 0.220292, 0.174362, 0.225204
851376, 0.218024, 0.170264, 0.227012
851376, 0.227298, 0.211499, 0.228298
851376, 0.223729, 0.201668, 0.228875
851376, 0.209902, 0.185158, 0.229367
851376, 0.222659, 0.173844, 0.229230
851376, 0.223559, 0.172788, 0.226496
851376, 0.220216, 0.202445, 0.225310
851376, 0.224461, 0.191274, 0.225427
851376, 0.236808, 0.197982, 0.225133
851376, 0.227622, 0.181739, 0.228137
851376, 0.220741, 0.190046, 0.284908
851376, 0.220189, 0.190174, 0.226565
851376, 0.213617, 0.173828, 0.227321
851376, 0.218797, 0.200033, 0.228661
851376, 0.222939, 0.208812, 0.227629
851376, 0.223683, 0.174814, 0.227365
851376, 0.229655, 0.185913, 0.225468
851376, 0.218790, 0.179497, 0.225854
851376, 0.223742, 0.179498, 0.291117
851376, 0.230311, 0.177810, 0.228315
851376, 0.226332, 0.177233, 0.227718
851376, 0.219390, 0.222041, 0.229924
851376, 0.227975, 0.186583, 0.225435
851376, 0.226370, 0.182998, 0.226631
851376, 0.218829, 0.189618, 0.225320
851376, 0.220960, 0.196527, 0.226812
851376, 0.227475, 0.178534, 0.282112
851376, 0.225128, 0.189728, 0.228110
622338, 0.158537, 0.147000, 0.162916
622338, 0.158676, 0.147274, 0.163839
622338, 0.157261, 0.157064, 0.163459
622338, 0.157557, 0.167842, 0.165406
622338, 0.160778, 0.142617, 0.160850
622338, 0.160836, 0.139836, 0.160773
622338, 0.164816, 0.185226, 0.166851
622338, 0.158272, 0.147029, 0.161677
622338, 0.158727, 0.151644, 0.161052
622338, 0.166845, 0.134649, 0.160365
622338, 0.161275, 0.140948, 0.167048
622338, 0.160743, 0.140222, 0.161684
622338, 0.160382, 0.142751, 0.164604
622338, 0.159617, 0.154239, 0.160580
622338, 0.154822, 0.138206, 0.161165
622338, 0.155448, 0.154852, 0.172433
622338, 0.168576, 0.147430, 0.163950
622338, 0.160181, 0.163822, 0.166845
622338, 0.170583, 0.144802, 0.164150
622338, 0.163487, 0.137044, 0.170938
622338, 0.210508, 0.145269, 0.169327
622338, 0.158732, 0.164737, 0.165923
622338, 0.158167, 0.135076, 0.165367
622338, 0.161101, 0.162353, 0.180419
622338, 0.164530, 0.133032, 0.160545
622338, 0.165338, 0.145904, 0.160966
622338, 0.156435, 0.167977, 0.160659
622338, 0.157293, 0.158356, 0.160589
622338, 0.169990, 0.145855, 0.163853
622338, 0.168360, 0.144233, 0.162211
406165, 0.101473, 0.085178, 0.105653
406165, 0.110871, 0.091562, 0.101223
406165, 0.102776, 0.133597, 0.122041
406165, 0.107696, 0.149444, 0.101747
406165, 0.102596, 0.132333, 0.101242
406165, 0.104061, 0.108802, 0.101345
406165, 0.102981, 0.101021, 0.101660
406165, 0.103804, 0.120674, 0.103251
406165, 0.102934, 0.127136, 0.102839
406165, 0.108683, 0.104637, 0.101215
406165, 0.102565, 0.107626, 0.103082
406165, 0.103519, 0.090431, 0.101158
406165, 0.100277, 0.091994, 0.102528
406165, 0.101803, 0.104617, 0.101283
406165, 0.101539, 0.097275, 0.103353
406165, 0.102049, 0.111108, 0.104533
406165, 0.101069, 0.144333, 0.102833
406165, 0.102634, 0.125487, 0.101255
406165, 0.102147, 0.097700, 0.104291
406165, 0.101836, 0.124068, 0.102528
406165, 0.102949, 0.121266, 0.103009
406165, 0.098213, 0.100636, 0.104423
406165, 0.097922, 0.108823, 0.102814
406165, 0.098252, 0.113828, 0.103301
406165, 0.100890, 0.102256, 0.101507
406165, 0.098381, 0.102558, 0.101392
406165, 0.103424, 0.112644, 0.101227
406165, 0.102955, 0.097625, 0.160625
406165, 0.103591, 0.101985, 0.101722
406165, 0.108577, 0.106775, 0.121474
817451, 0.214656, 0.158979, 0.217810
817451, 0.211852, 0.194361, 0.222746
817451, 0.210694, 0.192913, 0.215341
817451, 0.211935, 0.158522, 0.217403
817451, 0.212509, 0.160034, 0.217416
817451, 0.215865, 0.191317, 0.215299
817451, 0.212548, 0.202258, 0.215046
817451, 0.215058, 0.192903, 0.215032
817451, 0.208975, 0.156832, 0.215278
817451, 0.208491, 0.172420, 0.215716
817451, 0.210452, 0.176192, 0.215332
817451, 0.209166, 0.191732, 0.215835
817451, 0.209346, 0.176529, 0.215336
817451, 0.216497, 0.171392, 0.214824
817451, 0.214380, 0.160351, 0.220764
817451, 0.211776, 0.197470, 0.215211
817451, 0.211118, 0.165739, 0.216003
817451, 0.219322, 0.193721, 0.257675
817451, 0.210813, 0.196572, 0.219094
817451, 0.214182, 0.151783, 0.215000
817451, 0.215003, 0.191480, 0.217370
817451, 0.210316, 0.172036, 0.215156
817451, 0.220561, 0.189088, 0.215368
817451, 0.221028, 0.172711, 0.215142
817451, 0.213210, 0.181310, 0.217508
817451, 0.217189, 0.175507, 0.215608
817451, 0.213537, 0.162767, 0.215180
817451, 0.217417, 0.184121, 0.215645
817451, 0.219165, 0.178009, 0.215416
817451, 0.213144, 0.194898, 0.215468
142714, 0.037159, 0.107290, 0.032871
142714, 0.035202, 0.104306, 0.033859
142714, 0.034101, 0.074597, 0.033082
142714, 0.034396, 0.054414, 0.034391
142714, 0.033746, 0.089249, 0.032610
142714, 0.035513, 0.067908, 0.060405
142714, 0.034873, 0.085181, 0.033086
142714, 0.035828, 0.082578, 0.057973
142714, 0.034265, 0.076612, 0.034055
142714, 0.034831, 0.049077, 0.034248
142714, 0.039070, 0.103895, 0.033912
142714, 0.034671, 0.060172, 0.035162
142714, 0.033395, 0.065698, 0.035029
142714, 0.032674, 0.103231, 0.036372
142714, 0.034418, 0.115775, 0.034504
142714, 0.032837, 0.077781, 0.035149
142714, 0.033496, 0.093450, 0.034714
142714, 0.034538, 0.072889, 0.035803
142714, 0.034866, 0.087939, 0.035007
142714, 0.034220, 0.073642, 0.034855
142714, 0.034542, 0.082705, 0.035128
142714, 0.034354, 0.094467, 0.034942
142714, 0.033403, 0.072169, 0.036822
142714, 0.034018, 0.063122, 0.035009
142714, 0.038640, 0.083854, 0.034593
142714, 0.032895, 0.060713, 0.039805
142714, 0.038102, 0.089961, 0.034787
142714, 0.034200, 0.085530, 0.034815
142714, 0.037213, 0.091607, 0.034790
142714, 0.052155, 0.076390, 0.040989
230050, 0.057640, 0.072126, 0.061226
230050, 0.056770, 0.103337, 0.056297
230050, 0.057600, 0.092055, 0.077463
230050, 0.056625, 0.096762, 0.064720
230050, 0.058763, 0.082100, 0.089083
230050, 0.057872, 0.067149, 0.054761
230050, 0.055908, 0.089844, 0.054998
230050, 0.057194, 0.076346, 0.054822
230050, 0.057072, 0.086371, 0.056579
230050, 0.057958, 0.080362, 0.121933
230050, 0.056475, 0.108671, 0.055309
230050, 0.054970, 0.099029, 0.054639
230050, 0.055515, 0.084862, 0.054601
230050, 0.058609, 0.113316, 0.056847
230050, 0.057600, 0.094966, 0.055117
230050, 0.055957, 0.103111, 0.055399
230050, 0.057320, 0.095586, 0.055141
230050, 0.057970, 0.080548, 0.054666
230050, 0.055921, 0.076139, 0.054606
230050, 0.054471, 0.082476, 0.058682
230050, 0.053202, 0.090328, 0.056697
230050, 0.055334, 0.075786, 0.056582
230050, 0.054269, 0.077743, 0.058819
230050, 0.053639, 0.103483, 0.057490
230050, 0.060806, 0.093542, 0.054853
230050, 0.057937, 0.107288, 0.054951
230050, 0.056260, 0.103185, 0.054660
230050, 0.057932, 0.085873, 0.054925
230050, 0.055492, 0.089607, 0.057434
230050, 0.053164, 0.083376, 0.057237
799867, 0.215090, 0.182521, 0.217937
799867, 0.213490, 0.162934, 0.212442
799867, 0.210378, 0.186221, 0.210545
799867, 0.210093, 0.187227, 0.209822
799867, 0.215141, 0.169906, 0.213046
799867, 0.208771, 0.188689, 0.214838
799867, 0.207906, 0.157251, 0.233777
799867, 0.206963, 0.158855, 0.215313
799867, 0.216362, 0.169065, 0.210436
799867, 0.207698, 0.176185, 0.212166
799867, 0.216153, 0.163210, 0.224193
799867, 0.212818, 0.205496, 0.212296
799867, 0.200721, 0.155487, 0.212448
799867, 0.201520, 0.161460, 0.211935
799867, 0.205949, 0.199275, 0.210437
799867, 0.204820, 0.172380, 0.211343
799867, 0.205513, 0.154175, 0.213502
799867, 0.204640, 0.192221, 0.212129
799867, 0.204659, 0.168137, 0.216162
799867, 0.208991, 0.199363, 0.209994
799867, 0.213283, 0.167245, 0.210031
799867, 0.204900, 0.184711, 0.211887
799867, 0.203805, 0.182339, 0.212300
799867, 0.210551, 0.184363, 0.211180
799867, 0.205527, 0.171591, 0.210824
799867, 0.212371, 0.170666, 0.209405
799867, 0.207698, 0.194304, 0.209611
799867, 0.206958, 0.165344, 0.210270
799867, 0.205432, 0.205233, 0.210088
799867, 0.210916, 0.166643, 0.210830
358204, 0.093438, 0.138062, 0.092405
358204, 0.091290, 0.116528, 0.092435
358204, 0.091838, 0.098714, 0.089853
358204, 0.087093, 0.138199, 0.094777
358204, 0.086907, 0.104653, 0.090290
358204, 0.086891, 0.086124, 0.091996
358204, 0.094312, 0.103177, 0.089308
