Size, Seq, Par, Libc
832153, 0.223654, 0.162143, 0.222825
832153, 0.217126, 0.184124, 0.223471
832153, 0.221524, 0.188975, 0.225329
832153, 0.227383, 0.172737, 0.229822
832153, 0.213432, 0.182105, 0.240410
288571, 0.077808, 0.100259, 0.075090
288571, 0.069957, 0.098910, 0.073350
288571, 0.072317, 0.137716, 0.075252
288571, 0.069525, 0.086645, 0.073867
288571, 0.067575, 0.104044, 0.070390
288571, 0.067764, 0.103363, 0.072649
288571, 0.068638, 0.087349, 0.074631
288571, 0.069419, 0.094820, 0.073432
288571, 0.071919, 0.108225, 0.070159
288571, 0.073661, 0.115682, 0.072216
288571, 0.078890, 0.071165, 0.071664
288571, 0.071285, 0.095648, 0.070631
288571, 0.068262, 0.091448, 0.071940
288571, 0.073765, 0.095795, 0.073191
288571, 0.068752, 0.095224, 0.076355
288571, 0.072423, 0.110453, 0.072504
288571, 0.073743, 0.098521, 0.073877
288571, 0.071337, 0.074999, 0.071953
288571, 0.070964, 0.092355, 0.072524
288571, 0.073049, 0.091891, 0.075457
288571, 0.074322, 0.105105, 0.071167
288571, 0.076842, 0.105272, 0.074146
288571, 0.072150, 0.068024, 0.070489
288571, 0.074312, 0.110097, 0.071745
288571, 0.072230, 0.109887, 0.075584
288571, 0.072752, 0.086221, 0.072192
288571, 0.070804, 0.112281, 0.073027
288571, 0.069255, 0.101027, 0.074123
288571, 0.116367, 0.120166, 0.072929
288571, 0.070430, 0.122831, 0.073653
595930, 0.160351, 0.146918, 0.158930
595930, 0.148821, 0.155865, 0.157988
595930, 0.157606, 0.132088, 0.160025
595930, 0.151940, 0.131062, 0.157048
595930, 0.157468, 0.140941, 0.157079
595930, 0.168149, 0.142966, 0.154511
595930, 0.157015, 0.150490, 0.161536
595930, 0.155743, 0.137726, 0.157456
595930, 0.158682, 0.130656, 0.164282
595930, 0.153109, 0.141591, 0.201605
595930, 0.148672, 0.140204, 0.153536
595930, 0.148549, 0.140326, 0.154719
595930, 0.153340, 0.142030, 0.154434
595930, 0.156469, 0.138021, 0.153505
595930, 0.154702, 0.147340, 0.154311
595930, 0.150025, 0.144813, 0.155697
595930, 0.153158, 0.126388, 0.153959
595930, 0.154007, 0.147912, 0.154612
595930, 0.150710, 0.139315, 0.163672
595930, 0.150063, 0.152077, 0.156744
595930, 0.153743, 0.175118, 0.153863
595930, 0.153402, 0.156884, 0.158367
595930, 0.152797, 0.142087, 0.155625
595930, 0.153738, 0.129764, 0.154743
595930, 0.154565, 0.135996, 0.154998
595930, 0.154597, 0.124910, 0.165411
595930, 0.156485, 0.138100, 0.158188
595930, 0.158339, 0.151099, 0.153887
595930, 0.152702, 0.167667, 0.159863
595930, 0.151354, 0.144210, 0.154498
850103, 0.223326, 0.162285, 0.244386
850103, 0.217476, 0.158726, 0.225548
850103, 0.224337, 0.165349, 0.228598
850103, 0.222532, 0.174378, 0.229014
850103, 0.231338, 0.175389, 0.225558
850103, 0.216678, 0.192651, 0.226160
850103, 0.218730, 0.162079, 0.225845
850103, 0.219909, 0.191889, 0.232622
850103, 0.237458, 0.165700, 0.226034
850103, 0.235843, 0.196773, 0.226984
850103, 0.227682, 0.181029, 0.232613
850103, 0.229939, 0.204548, 0.232520
850103, 0.237336, 0.178310, 0.231828
850103, 0.222341, 0.172104, 0.227278
850103, 0.229460, 0.174007, 0.232508
850103, 0.227251, 0.183668, 0.232168
850103, 0.227462, 0.157284, 0.232000
850103, 0.279805, 0.179808, 0.228897
850103, 0.240892, 0.194691, 0.234768
850103, 0.228936, 0.199422, 0.228984
850103, 0.225284, 0.177730, 0.230361
850103, 0.218367, 0.232801, 0.224846
850103, 0.219094, 0.184868, 0.226655
850103, 0.225602, 0.169808, 0.229311
850103, 0.228184, 0.200718, 0.225776
850103, 0.226064, 0.183787, 0.228168
850103, 0.220702, 0.199268, 0.231220
850103, 0.227086, 0.153899, 0.230106
850103, 0.231103, 0.192562, 0.231265
850103, 0.222196, 0.175496, 0.228000
817323, 0.226634, 0.172912, 0.223092
817323, 0.223965, 0.169545, 0.225615
817323, 0.215005, 0.208150, 0.221561
817323, 0.258299, 0.177915, 0.230799
817323, 0.212195, 0.163535, 0.223241
817323, 0.215133, 0.197664, 0.220540
817323, 0.214039, 0.185927, 0.219618
817323, 0.213168, 0.189662, 0.218653
817323, 0.219570, 0.150489, 0.225757
817323, 0.222868, 0.181364, 0.248373
817323, 0.209349, 0.177212, 0.260463
817323, 0.215673, 0.161230, 0.219919
817323, 0.224461, 0.183086, 0.224848
817323, 0.212589, 0.164413, 0.229488
817323, 0.214893, 0.138754, 0.228771
817323, 0.210989, 0.160439, 0.223393
817323, 0.220890, 0.174301, 0.218558
817323, 0.217455, 0.220634, 0.228281
817323, 0.223339, 0.161446, 0.219803
817323, 0.210766, 0.178548, 0.220938
817323, 0.217972, 0.186513, 0.224443
817323, 0.211468, 0.182944, 0.222703
817323, 0.217349, 0.163980, 0.228104
817323, 0.213560, 0.169325, 0.221756
817323, 0.213773, 0.187470, 0.231848
817323, 0.212781, 0.201076, 0.215728
817323, 0.215120, 0.202467, 0.215805
817323, 0.214956, 0.185281, 0.215424
817323, 0.210623, 0.174361, 0.217956
817323, 0.207417, 0.157240, 0.218579
885937, 0.239271, 0.199975, 0.244740
885937, 0.238545, 0.200136, 0.241537
885937, 0.235841, 0.190640, 0.239810
885937, 0.236457, 0.179831, 0.241271
885937, 0.237869, 0.161904, 0.242883
885937, 0.235623, 0.184266, 0.247123
885937, 0.242383, 0.178567, 0.251067
885937, 0.232504, 0.174724, 0.247122
885937, 0.234620, 0.209882, 0.308788
885937, 0.226902, 0.189733, 0.238390
885937, 0.231413, 0.192657, 0.241088
885937, 0.237902, 0.205993, 0.242099
885937, 0.230997, 0.179058, 0.242117
885937, 0.237966, 0.189379, 0.237028
885937, 0.234231, 0.200557, 0.241006
885937, 0.232671, 0.196202, 0.241410
885937, 0.233956, 0.166799, 0.235189
885937, 0.225638, 0.192718, 0.234847
885937, 0.225062, 0.189311, 0.239019
885937, 0.237669, 0.208980, 0.241577
885937, 0.232676, 0.167483, 0.241334
885937, 0.234489, 0.210810, 0.246328
885937, 0.240659, 0.178982, 0.240480
885937, 0.234868, 0.186560, 0.240046
885937, 0.238502, 0.210789, 0.242730
885937, 0.233670, 0.201446, 0.236634
885937, 0.234677, 0.173902, 0.237598
885937, 0.232999, 0.159255, 0.235261
885937, 0.246362, 0.202092, 0.239265
885937, 0.238137, 0.203832, 0.241790
790009, 0.212000, 0.173140, 0.216986
790009, 0.199436, 0.147093, 0.212997
790009, 0.208648, 0.163230, 0.211559
790009, 0.207779, 0.162548, 0.214701
790009, 0.210261, 0.191023, 0.212759
790009, 0.215431, 0.188231, 0.212449
790009, 0.215681, 0.189229, 0.211129
790009, 0.216268, 0.164782, 0.210677
790009, 0.216454, 0.162628, 0.208927
790009, 0.208590, 0.186372, 0.207871
790009, 0.209430, 0.157348, 0.215948
790009, 0.245421, 0.190023, 0.233195
790009, 0.201500, 0.164058, 0.218330
790009, 0.206292, 0.169660, 0.209084
790009, 0.208792, 0.178146, 0.210582
790009, 0.209812, 0.169097, 0.211819
790009, 0.208635, 0.180947, 0.214230
790009, 0.209148, 0.157146, 0.211325
790009, 0.212349, 0.158706, 0.213032
790009, 0.198892, 0.169520, 0.256865
790009, 0.198493, 0.195823, 0.207439
790009, 0.205865, 0.176469, 0.209306
790009, 0.209074, 0.180021, 0.206869
790009, 0.201959, 0.173254, 0.210123
790009, 0.204995, 0.176859, 0.206629
790009, 0.208587, 0.175330, 0.206448
790009, 0.204753, 0.192554, 0.207081
790009, 0.203832, 0.151413, 0.208163
790009, 0.207573, 0.175150, 0.208446
790009, 0.206399, 0.209133, 0.206647
459559, 0.117856, 0.111897, 0.118960
459559, 0.114481, 0.101232, 0.116048
459559, 0.114643, 0.113606, 0.115609
459559, 0.115192, 0.106093, 0.118672
459559, 0.113195, 0.122810, 0.116697
459559, 0.112665, 0.104242, 0.118999
459559, 0.116641, 0.110068, 0.117226
459559, 0.113271, 0.113944, 0.116104
459559, 0.116169, 0.146735, 0.115651
459559, 0.113179, 0.141458, 0.115677
459559, 0.114572, 0.113650, 0.116008
459559, 0.117359, 0.115227, 0.117820
459559, 0.115685, 0.117295, 0.119431
459559, 0.115673, 0.106734, 0.121328
459559, 0.119517, 0.117637, 0.115519
459559, 0.119154, 0.111427, 0.115463
459559, 0.119290, 0.126779, 0.120251
459559, 0.120524, 0.107174, 0.115445
459559, 0.114959, 0.125675, 0.115779
459559, 0.116961, 0.106354, 0.122446
459559, 0.114271, 0.121887, 0.116928
459559, 0.114563, 0.120223, 0.120017
459559, 0.115773, 0.129623, 0.116461
459559, 0.113305, 0.121895, 0.115766
459559, 0.115431, 0.118543, 0.118436
459559, 0.114694, 0.103263, 0.117814
459559, 0.114460, 0.119272, 0.117112
459559, 0.114438, 0.112721, 0.117509
459559, 0.114628, 0.126558, 0.115566
459559, 0.114318, 0.119785, 0.118483
473759, 0.120975, 0.137243, 0.119957
473759, 0.126081, 0.117612, 0.120354
473759, 0.122706, 0.112890, 0.120321
473759, 0.122566, 0.115233, 0.122929
473759, 0.117594, 0.135954, 0.123635
473759, 0.117173, 0.149778, 0.122191
473759, 0.119976, 0.117979, 0.122165
473759, 0.118625, 0.122757, 0.122973
473759, 0.197345, 0.136841, 0.122712
473759, 0.120558, 0.134295, 0.124072
473759, 0.122603, 0.124120, 0.120746
473759, 0.122212, 0.112425, 0.125098
473759, 0.119556, 0.121926, 0.121474
473759, 0.121943, 0.127741, 0.122238
473759, 0.122296, 0.135901, 0.119707
473759, 0.124713, 0.166291, 0.122605
473759, 0.121578, 0.110536, 0.120091
473759, 0.123068, 0.115970, 0.119907
473759, 0.121297, 0.127429, 0.119984
473759, 0.119873, 0.115989, 0.120901
473759, 0.119281, 0.145553, 0.123514
473759, 0.117335, 0.138445, 0.120764
473759, 0.122902, 0.134345, 0.120113
473759, 0.118306, 0.168684, 0.121748
473759, 0.116596, 0.124116, 0.125694
473759, 0.116859, 0.114675, 0.124139
473759, 0.115151, 0.107209, 0.119687
473759, 0.115218, 0.130078, 0.119764
473759, 0.113961, 0.118466, 0.122190
473759, 0.119399, 0.139915, 0.121535
596670, 0.152988, 0.152460, 0.155733
596670, 0.154029, 0.127647, 0.153534
596670, 0.153693, 0.148707, 0.155718
596670, 0.156006, 0.127911, 0.157401
596670, 0.150814, 0.156060, 0.156713
596670, 0.154114, 0.132584, 0.156933
596670, 0.188109, 0.132258, 0.159416
596670, 0.170840, 0.139358, 0.156627
596670, 0.154796, 0.149733, 0.159617
596670, 0.160895, 0.124966, 0.159234
596670, 0.158932, 0.127364, 0.154137
596670, 0.158407, 0.181049, 0.165161
596670, 0.162132, 0.145718, 0.158374
596670, 0.160130, 0.145814, 0.161047
596670, 0.165457, 0.158545, 0.156879
596670, 0.160581, 0.164227, 0.154709
596670, 0.156180, 0.159601, 0.155239
596670, 0.158879, 0.143264, 0.155710
596670, 0.153485, 0.127511, 0.153025
596670, 0.153766, 0.149024, 0.154690
596670, 0.148590, 0.173574, 0.153285
596670, 0.149213, 0.143806, 0.153567
596670, 0.152698, 0.136652, 0.158191
596670, 0.156006, 0.124414, 0.159027
596670, 0.157814, 0.140990, 0.156762
596670, 0.160203, 0.150164, 0.158518
596670, 0.159095, 0.142471, 0.155793
596670, 0.156634, 0.141225, 0.156324
596670, 0.154975, 0.173957, 0.156695
596670, 0.153282, 0.144863, 0.160524
590635, 0.154542, 0.140169, 0.160858
590635, 0.157779, 0.137195, 0.156691
590635, 0.164458, 0.118617, 0.156500
590635, 0.150614, 0.146223, 0.153261
590635, 0.150033, 0.128727, 0.156559
590635, 0.150627, 0.155953, 0.155914
590635, 0.149952, 0.139095, 0.151853
590635, 0.160123, 0.124363, 0.156891
590635, 0.148159, 0.140581, 0.151866
590635, 0.150111, 0.150679, 0.151453
590635, 0.151697, 0.160227, 0.152947
590635, 0.152220, 0.130787, 0.151497
590635, 0.151082, 0.141478, 0.151548
590635, 0.153612, 0.135503, 0.151863
590635, 0.153784, 0.142115, 0.152847
590635, 0.151889, 0.139863, 0.158513
590635, 0.150227, 0.141927, 0.154252
590635, 0.148242, 0.145845, 0.153252
590635, 0.146880, 0.151179, 0.151442
590635, 0.146361, 0.132972, 0.151414
590635, 0.154274, 0.129972, 0.153255
590635, 0.153951, 0.139759, 0.152079
590635, 0.158018, 0.129652, 0.153722
590635, 0.152968, 0.145264, 0.152186
590635, 0.149278, 0.150328, 0.151711
590635, 0.148422, 0.145232, 0.153402
590635, 0.148252, 0.129978, 0.154282
590635, 0.157700, 0.141648, 0.154609
590635, 0.153094, 0.127286, 0.151711
590635, 0.153967, 0.138807, 0.151972
97889, 0.025825, 0.068800, 0.023089
97889, 0.023523, 0.086604, 0.023098
97889, 0.022788, 0.077606, 0.023012
97889, 0.022440, 0.071976, 0.023118
97889, 0.023933, 0.066609, 0.023238
97889, 0.023272, 0.088343, 0.023041
97889, 0.022669, 0.102127, 0.023219
97889, 0.022646, 0.092288, 0.023159
97889, 0.022898, 0.091994, 0.023060
97889, 0.022734, 0.094719, 0.023285
97889, 0.022563, 0.075473, 0.023077
97889, 0.022424, 0.114006, 0.022943
97889, 0.022236, 0.069311, 0.023097
97889, 0.023018, 0.099352, 0.023144
97889, 0.021615, 0.079769, 0.022879
97889, 0.021250, 0.097603, 0.040281
97889, 0.034150, 0.066228, 0.023133
97889, 0.021484, 0.083785, 0.024065
97889, 0.036576, 0.076098, 0.025694
97889, 0.022641, 0.069695, 0.023139
97889, 0.021711, 0.067994, 0.022763
97889, 0.022488, 0.096295, 0.023194
97889, 0.022626, 0.092224, 0.023128
97889, 0.022092, 0.083963, 0.023186
97889, 0.022326, 0.054856, 0.023140
97889, 0.022120, 0.101239, 0.026756
97889, 0.023330, 0.095764, 0.028979
97889, 0.022733, 0.099854, 0.022906
97889, 0.022214, 0.120079, 0.023083
97889, 0.022159, 0.060837, 0.023223
324553, 0.080238, 0.109178, 0.085449
324553, 0.081477, 0.127421, 0.082492
324553, 0.078346, 0.084768, 0.086785
324553, 0.078155, 0.092277, 0.082093
324553, 0.078402, 0.096816, 0.082439
324553, 0.125734, 0.124821, 0.083183
324553, 0.077516, 0.101179, 0.081302
324553, 0.077735, 0.086958, 0.079834
324553, 0.077738, 0.090579, 0.080666
324553, 0.078075, 0.123005, 0.081262
324553, 0.077885, 0.079820, 0.080732
324553, 0.078435, 0.109920, 0.084747
324553, 0.078564, 0.114442, 0.081004
324553, 0.080286, 0.111725, 0.081210
324553, 0.079668, 0.087570, 0.081493
324553, 0.078116, 0.107460, 0.082342
324553, 0.081250, 0.116895, 0.083585
324553, 0.080114, 0.105386, 0.081206
324553, 0.080744, 0.125336, 0.085057
324553, 0.080712, 0.136955, 0.081467
324553, 0.077643, 0.096411, 0.081809
324553, 0.082306, 0.095712, 0.084055
324553, 0.079593, 0.098746, 0.079099
324553, 0.080215, 0.104269, 0.079262
324553, 0.081687, 0.093759, 0.079354
324553, 0.083143, 0.118572, 0.086048
324553, 0.081640, 0.101536, 0.082338
324553, 0.081725, 0.086130, 0.084644
324553, 0.083527, 0.104353, 0.083206
324553, 0.075533, 0.090742, 0.079439
923230, 0.239580, 0.200340, 0.245615
923230, 0.259637, 0.214751, 0.246389
923230, 0.248613, 0.195432, 0.245886
923230, 0.249173, 0.186773, 0.250687
923230, 0.243362, 0.204670, 0.256584
923230, 0.277323, 0.210688, 0.251817
923230, 0.242295, 0.190767, 0.250451
923230, 0.237670, 0.189077, 0.262450
923230, 0.244181, 0.176232, 0.246402
923230, 0.241299, 0.204517, 0.247121
923230, 0.245065, 0.228792, 0.246191
923230, 0.243508, 0.184026, 0.250721
923230, 0.238194, 0.215569, 0.246154
923230, 0.248901, 0.183908, 0.245243
923230, 0.243025, 0.212306, 0.250114
923230, 0.294146, 0.203803, 0.248781
923230, 0.240673, 0.179125, 0.250032
923230, 0.256517, 0.191387, 0.258635
923230, 0.243469, 0.235158, 0.250843
923230, 0.246356, 0.180227, 0.246925
923230, 0.240204, 0.165545, 0.247937
923230, 0.243106, 0.179741, 0.255798
923230, 0.236527, 0.192366, 0.245336
923230, 0.242303, 0.188859, 0.246371
923230, 0.245739, 0.194331, 0.245284
923230, 0.235035, 0.201818, 0.245371
923230, 0.241753, 0.162861, 0.245541
923230, 0.245641, 0.213663, 0.244966
923230, 0.235722, 0.201066, 0.245363
923230, 0.240715, 0.215680, 0.246520
62673, 0.014539, 0.074923, 0.015308
62673, 0.014412, 0.082949, 0.013829
62673, 0.014392, 0.056684, 0.013965
62673, 0.015127, 0.065281, 0.014211
62673, 0.022849, 0.075517, 0.013771
62673, 0.015676, 0.075359, 0.019391
62673, 0.014559, 0.104649, 0.014010
62673, 0.014329, 0.058987, 0.023464
62673, 0.014037, 0.079033, 0.013894
62673, 0.014365, 0.071470, 0.014369
62673, 0.014497, 0.056868, 0.014368
62673, 0.014329, 0.061010, 0.014257
62673, 0.015047, 0.067692, 0.014249
62673, 0.014785, 0.079634, 0.014129
62673, 0.014487, 0.062142, 0.014229
62673, 0.014214, 0.058845, 0.014288
62673, 0.014247, 0.048482, 0.014290
62673, 0.014476, 0.057357, 0.014431
62673, 0.014121, 0.075914, 0.014342
62673, 0.013645, 0.117450, 0.013897
62673, 0.013847, 0.073820, 0.015695
62673, 0.013883, 0.088462, 0.014276
62673, 0.016115, 0.097866, 0.016957
62673, 0.014107, 0.058923, 0.014279
62673, 0.013762, 0.115643, 0.013884
62673, 0.015874, 0.091122, 0.017512
62673, 0.013825, 0.069246, 0.014367
62673, 0.014207, 0.078494, 0.014609
62673, 0.014133, 0.051307, 0.014333
62673, 0.014751, 0.068761, 0.013983
605256, 0.164049, 0.117537, 0.159391
605256, 0.165511, 0.131464, 0.169167
605256, 0.157883, 0.174179, 0.224881
605256, 0.153948, 0.135590, 0.164753
605256, 0.152278, 0.146214, 0.165634
605256, 0.163924, 0.159478, 0.157992
605256, 0.151284, 0.158507, 0.157247
605256, 0.156371, 0.174126, 0.155901
605256, 0.154481, 0.154295, 0.155815
605256, 0.160065, 0.151901, 0.156056
605256, 0.160381, 0.154286, 0.159779
605256, 0.163910, 0.150459, 0.158845
605256, 0.157765, 0.154096, 0.157512
605256, 0.155629, 0.132389, 0.162392
605256, 0.159242, 0.150797, 0.161009
605256, 0.159269, 0.157953, 0.164140
605256, 0.164342, 0.144072, 0.159397
605256, 0.157022, 0.127234, 0.163469
605256, 0.157008, 0.146708, 0.156611
605256, 0.154634, 0.131498, 0.160898
605256, 0.166674, 0.158461, 0.155965
605256, 0.159005, 0.152113, 0.157156
605256, 0.150097, 0.162908, 0.156389
605256, 0.150116, 0.141245, 0.156149
605256, 0.150332, 0.179387, 0.163159
605256, 0.156183, 0.141121, 0.158059
605256, 0.156402, 0.132752, 0.162571
605256, 0.151127, 0.145810, 0.160218
605256, 0.153878, 0.155162, 0.160990
605256, 0.160582, 0.158837, 0.162848
481615, 0.123965, 0.130954, 0.128829
481615, 0.124925, 0.119425, 0.130578
481615, 0.121299, 0.115116, 0.124365
481615, 0.123023, 0.126875, 0.135774
481615, 0.122130, 0.119851, 0.125667
481615, 0.119728, 0.129928, 0.123937
481615, 0.120614, 0.146233, 0.124125
481615, 0.119233, 0.113290, 0.125801
481615, 0.118901, 0.117889, 0.122308
481615, 0.119548, 0.127047, 0.124996
481615, 0.122232, 0.119318, 0.124305
481615, 0.124018, 0.109299, 0.123523
481615, 0.131302, 0.138994, 0.122516
481615, 0.122180, 0.135537, 0.125620
481615, 0.120776, 0.133127, 0.124294
481615, 0.127033, 0.127606, 0.127179
481615, 0.119689, 0.157528, 0.129443
481615, 0.116958, 0.127463, 0.125148
481615, 0.124857, 0.128494, 0.125582
481615, 0.128321, 0.121275, 0.126879
481615, 0.133950, 0.126726, 0.128774
481615, 0.124111, 0.153253, 0.130312
481615, 0.123837, 0.131920, 0.188647
481615, 0.125329, 0.133279, 0.128808
481615, 0.125862, 0.126667, 0.121884
481615, 0.121538, 0.127230, 0.124672
481615, 0.125713, 0.149892, 0.121736
481615, 0.128013, 0.119387, 0.122824
481615, 0.122869, 0.137672, 0.123232
481615, 0.124998, 0.142678, 0.121943
554636, 0.145034, 0.113389, 0.142669
554636, 0.142358, 0.144690, 0.142777
554636, 0.142225, 0.129354, 0.141964
554636, 0.137518, 0.133885, 0.145755
554636, 0.139956, 0.123231, 0.143805
554636, 0.140529, 0.106695, 0.141999
554636, 0.138217, 0.134376, 0.142752
554636, 0.138347, 0.148010, 0.144953
554636, 0.148481, 0.151039, 0.143460
554636, 0.146638, 0.140185, 0.142000
554636, 0.138541, 0.157448, 0.142270
554636, 0.138569, 0.134027, 0.144906
554636, 0.143712, 0.148548, 0.142168
554636, 0.143140, 0.161195, 0.143768
554636, 0.141872, 0.120432, 0.142012
554636, 0.141259, 0.133476, 0.144811
554636, 0.143767, 0.134092, 0.144045
554636, 0.141450, 0.123442, 0.147354
554636, 0.193325, 0.126755, 0.144393
554636, 0.151328, 0.130338, 0.141958
554636, 0.137999, 0.117313, 0.143572
554636, 0.139092, 0.121826, 0.145706
554636, 0.148173, 0.134566, 0.141873
554636, 0.136871, 0.136879, 0.144423
554636, 0.138551, 0.135483, 0.143165
554636, 0.136838, 0.136658, 0.142590
554636, 0.139140, 0.145993, 0.141551
554636, 0.139856, 0.134150, 0.141674
554636, 0.143786, 0.122164, 0.141742
554636, 0.148296, 0.123553, 0.142044
903994, 0.239902, 0.181198, 0.244115
903994, 0.236004, 0.194021, 0.242634
903994, 0.233074, 0.213494, 0.242161
903994, 0.238501, 0.175701, 0.240933
903994, 0.239043, 0.175761, 0.240747
903994, 0.239333, 0.184966, 0.241117
903994, 0.242289, 0.189295, 0.244763
903994, 0.243843, 0.175140, 0.246895
903994, 0.238172, 0.178485, 0.239843
903994, 0.234649, 0.221121, 0.239548
903994, 0.235491, 0.206098, 0.241808
903994, 0.238280, 0.214843, 0.239515
903994, 0.237077, 0.188552, 0.241246
903994, 0.243407, 0.202644, 0.241085
903994, 0.241748, 0.199667, 0.243654
903994, 0.234380, 0.167475, 0.240304
903994, 0.234370, 0.200291, 0.239779
903994, 0.236685, 0.214098, 0.240125
903994, 0.236553, 0.205307, 0.242727
903994, 0.240540, 0.186156, 0.239394
903994, 0.255223, 0.209467, 0.239426
903994, 0.237331, 0.210852, 0.240453
903994, 0.296304, 0.216618, 0.240991
903994, 0.231867, 0.193904, 0.240395
903994, 0.244921, 0.223667, 0.240375
903994, 0.235718, 0.186417, 0.252132
903994, 0.244193, 0.177065, 0.251254
903994, 0.235643, 0.205486, 0.245285
903994, 0.235074, 0.204531, 0.245605
903994, 0.241292, 0.181621, 0.244992
80594, 0.018852, 0.090371, 0.020728
80594, 0.019346, 0.095581, 0.022757
80594, 0.033155, 0.105575, 0.018757
80594, 0.018502, 0.076111, 0.018775
80594, 0.018908, 0.068368, 0.018847
80594, 0.019589, 0.058759, 0.018694
80594, 0.017959, 0.058656, 0.018756
80594, 0.030493, 0.087443, 0.018668
80594, 0.022889, 0.078766, 0.018762
80594, 0.017923, 0.075404, 0.018572
80594, 0.034208, 0.069102, 0.019768
80594, 0.018138, 0.070579, 0.023748
80594, 0.019803, 0.053922, 0.018719
80594, 0.018000, 0.077769, 0.018743
80594, 0.019295, 0.099618, 0.019017
80594, 0.019041, 0.089773, 0.018821
80594, 0.031315, 0.087140, 0.018849
80594, 0.018981, 0.082731, 0.018741
80594, 0.019140, 0.054738, 0.018872
80594, 0.019491, 0.084936, 0.018746
80594, 0.019548, 0.092181, 0.018859
80594, 0.019139, 0.096659, 0.018807
80594, 0.017462, 0.088349, 0.018189
80594, 0.018489, 0.088185, 0.018755
80594, 0.018728, 0.044672, 0.018541
80594, 0.017900, 0.051837, 0.018748
80594, 0.018135, 0.085816, 0.018417
80594, 0.017845, 0.074173, 0.018720
80594, 0.017961, 0.070854, 0.018715
80594, 0.017836, 0.091286, 0.018802
809651, 0.207142, 0.167400, 0.221815
809651, 0.216339, 0.182465, 0.213887
809651, 0.208365, 0.184228, 0.286689
809651, 0.216149, 0.190270, 0.212911
809651, 0.207434, 0.193946, 0.212871
809651, 0.216366, 0.194738, 0.214100
809651, 0.216196, 0.190703, 0.214049
809651, 0.216692, 0.179847, 0.218623
809651, 0.211428, 0.162234, 0.227067
809651, 0.213138, 0.181074, 0.215216
809651, 0.215399, 0.177385, 0.217161
809651, 0.219087, 0.178292, 0.219188
809651, 0.215024, 0.162743, 0.219725
809651, 0.213272, 0.194741, 0.228790
809651, 0.209072, 0.171282, 0.223511
809651, 0.215962, 0.169996, 0.222483
809651, 0.222845, 0.185749, 0.231082
809651, 0.212482, 0.173380, 0.214013
809651, 0.207224, 0.181493, 0.215306
809651, 0.210506, 0.171130, 0.214199
809651, 0.257488, 0.170593, 0.218775
809651, 0.214365, 0.191066, 0.214539
809651, 0.211138, 0.150653, 0.217417
809651, 0.215437, 0.153608, 0.215695
809651, 0.216725, 0.184394, 0.222231
809651, 0.210030, 0.168391, 0.218151
809651, 0.214616, 0.182102, 0.214503
809651, 0.215260, 0.177798, 0.214040
809651, 0.218113, 0.186636, 0.213215
809651, 0.206972, 0.184343, 0.282054
602466, 0.157118, 0.151948, 0.154776
602466, 0.155574, 0.157630, 0.154788
602466, 0.152184, 0.152040, 0.156452
602466, 0.152013, 0.139333, 0.159819
602466, 0.152526, 0.122012, 0.155488
602466, 0.153225, 0.149328, 0.157168
602466, 0.151370, 0.146090, 0.155270
602466, 0.150555, 0.140540, 0.156762
602466, 0.153831, 0.165975, 0.161455
602466, 0.153004, 0.147859, 0.157751
602466, 0.158448, 0.120010, 0.164691
602466, 0.161153, 0.157754, 0.154962
602466, 0.150384, 0.150614, 0.155611
602466, 0.153207, 0.142970, 0.154990
602466, 0.151616, 0.156444, 0.155494
602466, 0.152267, 0.135046, 0.156822
602466, 0.151946, 0.154095, 0.161034
602466, 0.156414, 0.145739, 0.158645
602466, 0.162906, 0.142312, 0.157562
602466, 0.150691, 0.141780, 0.157220
602466, 0.197265, 0.146702, 0.156912
602466, 0.150912, 0.140927, 0.157373
602466, 0.153401, 0.140017, 0.158430
602466, 0.154635, 0.139354, 0.155286
602466, 0.155842, 0.139782, 0.218376
602466, 0.150970, 0.140861, 0.155350
602466, 0.153055, 0.147117, 0.157612
602466, 0.153944, 0.154171, 0.155201
602466, 0.154201, 0.159960, 0.155284
602466, 0.150700, 0.133460, 0.157098
139484, 0.033349, 0.109747, 0.033899
139484, 0.033520, 0.067081, 0.032593
139484, 0.033241, 0.066139, 0.032071
139484, 0.032370, 0.097270, 0.034336
139484, 0.032572, 0.063623, 0.033467
139484, 0.032814, 0.074966, 0.033644
139484, 0.031833, 0.058668, 0.033544
139484, 0.031657, 0.081412, 0.033390
139484, 0.051615, 0.071272, 0.034564
139484, 0.033593, 0.092201, 0.032522
139484, 0.033632, 0.083296, 0.032108
139484, 0.033726, 0.092618, 0.032396
139484, 0.033277, 0.126029, 0.032697
139484, 0.033625, 0.097363, 0.033004
139484, 0.033550, 0.088899, 0.032845
139484, 0.032665, 0.090013, 0.033654
139484, 0.032952, 0.086418, 0.032376
139484, 0.035410, 0.076003, 0.033339
139484, 0.034631, 0.083785, 0.032700
139484, 0.033692, 0.089493, 0.032595
139484, 0.034926, 0.110420, 0.033000
139484, 0.032864, 0.071743, 0.033047
139484, 0.034013, 0.068349, 0.034076
139484, 0.040041, 0.097149, 0.035245
139484, 0.032819, 0.081783, 0.031993
139484, 0.034780, 0.105719, 0.033289
139484, 0.037006, 0.075031, 0.033259
139484, 0.033985, 0.085558, 0.033105
139484, 0.033816, 0.076532, 0.031955
139484, 0.033886, 0.064827, 0.032473
529379, 0.141190, 0.119636, 0.136768
